referencia,abacco_id,linea,descripcion,iva,precio_unitario,cantidad,descuento,total_bruto
CO2606-5171,5860,1,"5550 - DUPLEX BL + OSTRA INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2606-5171,5860,2,980 - HOLANDA,"0,00",1,,"0,00",
CO2606-5171,5860,3,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5171,5860,4,"CAMAS - DUPLEX BL + OSTRA INDIVIDUAL 1,00 x 1,90 - HOLANDA guayaba - - PATAS DECORATIVAS - -","400,00",1,,"400,00",
CO2606-5172,5861,1,3665-1 - 3665-1 MAXEL Marrocos c/ espejo blanco,"0,00",1,,"0,00",
CO2606-5172,5861,2,CLOSET - 3665-1 MAXEL Marrocos c/ espejo blanco,"450,00",1,,"450,00",
CO2606-5252,5862,1,10003 - BAMBOO - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5252,5862,2,COLCHONES - - BAMBOO - INDIVIDUAL,"170,00",1,25%,"127,50",
CO2606-5173,5863,1,737 - ESMERALDA 70,"0,00",1,,"0,00",
CO2606-5173,5863,2,CENTROS DE TV - - ESMERALDA 70,"275,00",1,,"275,00",
CO2606-5174,5864,1,5504 - BL + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5174,5864,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5174,5864,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2606-5174,5864,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5174,5864,5,CAMAS - BL + LINEAL MIXTA MATRIMONIAL - OTTOMAN - GRIS CLARO - PATAS DECORATIVAS - -,"230,00",1,,"230,00",
CO2606-5175,5865,1,"18 - BL + RELIEVE MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5175,5865,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5175,5865,3,465 - VINO,"0,00",1,,"0,00",
CO2606-5175,5865,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5175,5865,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2606-5175,5865,6,"CAMAS - BL + RELIEVE MATRIMONIAL 1,40 x 1,90 - LINO T - VINO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO - ya entregadas**","230,00",1,,"230,00",
CO2606-5175,5865,7,613 - CURACAO - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5175,5865,8,COLCHONES - CURACAO - LATINFLEX - MATRIMONIAL -,"315,00",1,,"315,00",
CO2606-5176,5866,1,562 - MESA DE CENTRO ADONIS,"0,00",1,,"0,00",
CO2606-5176,5866,2,COM IMPORTADOS - MESA DE CENTRO ADONIS,"165,00",1,"24,75%","124,16",
CO2606-5158,5834,1,"14 - BL + CUADROS MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5158,5834,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2606-5158,5834,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5158,5834,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5158,5834,5,"CAMAS - BL + CUADROS MATRIMONIAL 1,40 x 1,90 - TAPI POLO - GRIS PLOMO - PATAS DECORATIVAS - -","230,00",1,"21,73%","180,02",
CO2606-5158,5834,6,DELIVERY -,"10,00",1,,"10,00",
CO2606-5147,5835,1,562 - MESA DE CENTRO ADONIS,"0,00",1,,"0,00",
CO2606-5147,5835,2,COM IMPORTADOS - MESA DE CENTRO ADONIS,"165,00",1,,"165,00",
CO2606-5148,5836,1,553 - TURQUIA,"0,00",1,,"0,00",
CO2606-5148,5836,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2606-5148,5836,3,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2606-5148,5836,4,MUEBLES - TURQUIA - TAPI SWEET (CASTILLO) - GRIS AHUMADO - -,"685,00",1,25%,"513,75",
CO2606-5148,5836,5,DELIVERY -,"16,25",1,,"16,25",
CO2606-5149,5837,1,826 - MUEBLE SANTORINI CHEILO DERECHO,"0,00",1,,"0,00",
CO2606-5149,5837,2,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5149,5837,3,MUEBLES - MUEBLE SANTORINI CHEILO DERECHO ***cortijo carbon*** - PATAS TIPO L **plateadas de Santorini**,"845,00",1,25%,"633,75",
CO2606-5149,5837,4,DELIVERY -,"31,25",1,,"31,25",
CO2606-5150,5838,1,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5150,5838,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"255,00",1,25%,"191,25",
CO2606-5150,5838,3,DELIVERY -,"28,75",1,,"28,75",
CO2606-5209,5839,1,542 - SOFACAMA DELUXE,"0,00",1,,"0,00",
CO2606-5209,5839,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5209,5839,3,440 - KAKI,"0,00",1,,"0,00",
CO2606-5209,5839,4,411 - PATA SOFA CAMA METAL,"0,00",1,,"0,00",
CO2606-5209,5839,5,MUEBLES - SOFACAMA DELUXE - LINO T - KAKI - PATA SOFA CAMA METAL -,"455,00",1,,"455,00",
CO2606-5151,5840,1,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5151,5840,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2606-5151,5840,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5151,5840,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5151,5840,5,CAMAS - DT + RELIEVE MATRIMONIAL - TAPI POLO - GRIS PLOMO - PATAS TIPO L - -,"264,00",1,,"264,00",
CO2606-5151,5840,6,DELIVERY -,"15,00",1,,"15,00",
CO2606-5135,5821,1,"18 - BL + RELIEVE MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5135,5821,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5135,5821,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5135,5821,4,"CAMAS - BL + RELIEVE MATRIMONIAL 1,40 x 1,90 - OTTOMAN - NEGRO - - -","230,00",1,,"230,00",
CO2606-5155,5822,1,42 - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5155,5822,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5155,5822,3,1035 - KHAKI,"0,00",1,,"0,00",
CO2606-5155,5822,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5155,5822,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2606-5155,5822,6,CAMAS - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL - OTTOMAN - KHAKI - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"230,00",1,,"230,00",
CO2606-5155,5822,7,10002 - BAMBOO - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5155,5822,8,COLCHONES - - BAMBOO - MATRIMONIAL,"200,00",1,,"200,00",
CO2606-5136,5823,1,"133 - DUPLEX BL + BARCELONA INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2606-5136,5823,2,405 - ZAFIRO,"0,00",1,,"0,00",
CO2606-5136,5823,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5136,5823,4,"CAMAS - DUPLEX BL + BARCELONA INDIVIDUAL 1,00 x 1,90 - ZAFIRO - GRIS PLOMO - #5","350,00",1,25%,"262,50",
CO2606-5137,5824,1,1999-97 - 1999-97 MAXEL Escocia 4 puertas 2 gavetas negro,"0,00",1,,"0,00",
CO2606-5137,5824,2,CLOSET - 1999-97 MAXEL Escocia 4 puertas 2 gavetas negro,"300,00",1,,"300,00",
CO2606-5144,5825,1,669 - DALLAS CLASSIC - COLFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5144,5825,2,COLCHONES - DALLAS CLASSIC - COLFLEX - INDIVIDUAL -,"275,00",1,25%,"206,25",
CO2606-5156,5826,1,10003 - BAMBOO - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5156,5826,2,COLCHONES - - BAMBOO - INDIVIDUAL,"170,00",1,,"170,00",
CO2606-5138,5827,1,44 - BL + LINEAL VERTICAL SIN MARCO KING,"0,00",1,,"0,00",
CO2606-5138,5827,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5138,5827,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2606-5138,5827,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5138,5827,5,CAMAS - BL + LINEAL VERTICAL SIN MARCO KING - OTTOMAN - GRIS CLARO - PATAS DECORATIVAS - -URGENTE para el lunes 08 se entrega en ruta de guatire del martes 09,"345,00",1,,"345,00",
CO2606-5138,5827,6,800 - DELUXE 2 PILLOW - COBARCA - KING,"0,00",1,,"0,00",
CO2606-5138,5827,7,COLCHONES - DELUXE 2 PILLOW - COBARCA - KING -,"610,00",1,,"610,00",
CO2606-5139,5828,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5139,5828,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2606-5139,5828,3,377 - MARRON TECA,"0,00",1,,"0,00",
CO2606-5139,5828,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5139,5828,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - TAPI SWEET (CASTILLO) - MARRON TECA - PATAS DECORATIVAS - -","165,00",1,,"165,00",
CO2606-5140,5829,1,"10 - BL + BARCELONA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5140,5829,2,405 - ZAFIRO,"0,00",1,,"0,00",
CO2606-5140,5829,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5140,5829,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5140,5829,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2606-5140,5829,6,"CAMAS - BL + BARCELONA MATRIMONIAL 1,40 x 1,90 - ZAFIRO #5 - GRIS PLOMO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -","230,00",1,"21,19%","181,26",
CO2606-5140,5829,7,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5140,5829,8,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"360,00",1,"21,19%","283,72",
CO2606-5140,5829,9,DELIVERY -,"15,00",1,,"15,00",
CO2606-5157,5830,1,1998-97 - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"0,00",1,,"0,00",
CO2606-5157,5830,2,CLOSET - 1998-97 MAXEL Escocia 3 puertas 2 gavetas negro,"263,00",1,,"263,00",
CO2606-5141,5831,1,5509 - BL +ACOLCHADO LISO + MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5141,5831,2,399 - ISABELLA,"0,00",1,,"0,00",
CO2606-5141,5831,3,425 - BEIGE CLARO,"0,00",1,,"0,00",
CO2606-5141,5831,4,CAMAS - BL +ACOLCHADO LISO + MATRIMONIAL - ISABELLA - BEIGE CLARO - aérea exhibición tienda,"330,00",1,,"330,00",
CO2606-5143,5832,1,"125 - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2606-5143,5832,2,390 - LINO,"0,00",1,,"0,00",
CO2606-5143,5832,3,436 - GRIS,"0,00",1,,"0,00",
CO2606-5143,5832,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5143,5832,5,"CAMAS - DUPLEX SIN COPETE + INDIVIDUAL 1,00 x 1,90 - LINO - GRIS - PATAS DECORATIVAS - -","275,00",1,25%,"206,25",
CO2606-5143,5832,6,10000 - SERTAFOAM - SERTA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5143,5832,7,COLCHONES - - SERTAFOAM - SERTA - INDIVIDUAL,"230,00",1,25%,"172,50",
CO2606-5143,5832,8,10000 - SERTAFOAM - SERTA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5143,5832,9,COLCHONES - - SERTAFOAM - SERTA - INDIVIDUAL,"230,00",1,25%,"172,50",
CO2606-5116,5800,1,10003 - BAMBOO - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5116,5800,2,COLCHONES - - BAMBOO - INDIVIDUAL,"170,00",1,,"170,00",
(PROV5801),5801,1,5050-1 - 5050-1 MAXEL New Toquio puertas corredizas 9 gavetas blanco,,0.00,,,
(PROV5801),5801,2,CLOSET - 5050-1 MAXEL New Toquio puertas corredizas 9 gavetas blanco,,580.00,,,
(PROV5801),5801,3,DELIVERY -,,15.00,,,
CO2606-5117,5802,1,885 - MUEBLE GALICIA CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2606-5117,5802,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5117,5802,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2606-5117,5802,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5117,5802,5,MUEBLES - MUEBLE GALICIA CHEILO IZQUIERDO - OTTOMAN - BEIGE 1 - PATAS TIPO L - *mueble en tienda*,"745,00",1,,"745,00",
CO2606-5118,5803,1,10000 - SERTAFOAM - SERTA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5118,5803,2,COLCHONES - - SERTAFOAM - SERTA - INDIVIDUAL,"230,00",1,"21,73%","180,02",
CO2606-5119,5804,1,540 - SOFACAMA CLICK CLACK,"0,00",1,,"0,00",
CO2606-5119,5804,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5119,5804,3,418 - AZUL,"0,00",1,,"0,00",
CO2606-5119,5804,4,411 - PATA SOFA CAMA METAL,"0,00",1,,"0,00",
CO2606-5119,5804,5,MUEBLES - SOFACAMA CLICK CLACK - LINO T - AZUL - PATA SOFA CAMA METAL -,"455,00",1,,"455,00",
CO2606-5120,5805,1,"09 - BL + BARCELONA INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2606-5120,5805,2,390 - LINO,"0,00",1,,"0,00",
CO2606-5120,5805,3,436 - GRIS,"0,00",1,,"0,00",
CO2606-5120,5805,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5120,5805,5,"CAMAS - BL + BARCELONA INDIVIDUAL 1,00 x 1,90 - LINO tramas - GRIS medio - PATAS DECORATIVAS - -","205,00",1,,"205,00",
CO2606-5121,5806,1,836 - COPETE SOLO ITALO KING,"0,00",1,,"0,00",
CO2606-5121,5806,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5121,5806,3,440 - KAKI,"0,00",1,,"0,00",
CO2606-5121,5806,4,CAMAS - COPETE SOLO monaco diseño recto *foto de referencia* KING - OTTOMAN - KAKI - - -,"259,00",1,,"259,00",
CO2606-5122,5807,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5122,5807,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5122,5807,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5122,5807,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5122,5807,5,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO T - NEGRO - PATAS DECORATIVAS - - di tienda","230,00",1,,"230,00",
CO2606-5122,5807,6,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5122,5807,7,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL - di tienda,"255,00",1,,"255,00",
CO2606-5122,5807,8,DELIVERY -,"15,00",1,,"15,00",
CO2606-5123,5808,1,5560 - DT + ITALO + MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5123,5808,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5123,5808,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5123,5808,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5123,5808,5,CAMAS - DT + ITALO + MATRIMONIAL - OTTOMAN - NEGRO - PATAS DECORATIVAS - -,"265,00",1,,"265,00",
CO2606-5124,5809,1,1900-57 - 1900-57 JA Ropero Tokio 6 puertas 3 cajones gris con marron,"0,00",1,,"0,00",
CO2606-5124,5809,2,CLOSET - 1900-57 JA Ropero Tokio 6 puertas 3 cajones gris con marron,"595,00",1,,"595,00",
CO2606-5124,5809,3,1020 - SERVICIO DE ARMADO,"0,00",1,,"0,00",
CO2606-5124,5809,4,SERVICIO DE ARMADO - SERVICIO DE ARMADO,"35,00",1,,"35,00",
CO2606-5262,5810,1,781 - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5262,5810,2,"COLCHONES - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL - 0,80cm x 1,90cm","210,00",1,,"210,00",
(PROV5811),5811,1,5050-52 - 5050-52 MAXEL New Toquio puertas corredizas 9 gavetas blanco con marron,,0.00,,,
(PROV5811),5811,2,CLOSET - 5050-52 MAXEL New Toquio puertas corredizas 9 gavetas blanco con marron,,580.00,,,
CO2606-5131,5812,1,2001-97 - 2001-97 MAXEL Escocia 6 puertas 2 gavetas negro,"0,00",1,,"0,00",
CO2606-5131,5812,2,CLOSET - 2001-97 MAXEL Escocia 6 puertas 2 gavetas negro,"400,00",1,,"400,00",
CO2606-5128,5813,1,625 - GRANADA - LATINFLEX - KING,"0,00",1,,"0,00",
CO2606-5128,5813,2,COLCHONES - GRANADA - LATINFLEX - KING -,"485,00",1,,"485,00",
CO2606-5129,5814,1,719 - PASION GUAJIRA ACOLCHADO - IMPERMEABLE INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5129,5814,2,PROTECTORES - - PASION GUAJIRA ACOLCHADO - IMPERMEABLE INDIVIDUAL,"43,11",1,,"43,11",
(PROV5815),5815,1,794 - DELUXE SIN PILLOW - COBARCA - MATRIMONIAL,,0.00,,,
(PROV5815),5815,2,COLCHONES - DELUXE SIN PILLOW - COBARCA - MATRIMONIAL -,,340.00,,,
CO2606-5260,5816,1,67600-72 - 67600-72 JA Ropero Napoles 6 puertas 2 cajones beige con marron,"0,00",1,,"0,00",
CO2606-5260,5816,2,CLOSET - 67600-72 JA Ropero Napoles 6 puertas 2 cajones beige con marron,"375,00",1,,"375,00",
CO2606-5130,5817,1,632 - ROTTERDAM - LATINFLEX - QUEEN,"0,00",1,,"0,00",
CO2606-5130,5817,2,COLCHONES - ROTTERDAM - LATINFLEX - QUEEN -,"525,00",1,,"525,00",
CO2606-5132,5818,1,5504 - BL + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5132,5818,2,5532 - TEUSAQUILLO,"35,00",1,,"35,00",
CO2606-5132,5818,3,436 - GRIS,"0,00",1,,"0,00",
CO2606-5132,5818,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5132,5818,5,CAMAS - BL + LINEAL MIXTA MATRIMONIAL - TEUSAQUILLO - GRIS - PATAS TIPO L - -,"230,00",1,,"230,00",
CO2606-5133,5819,1,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5133,5819,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"255,00",1,,"255,00",
CO2606-5134,5820,1,536 - SENSACION JUEGO (2 PUESTOS Y 3 PUESTOS),"0,00",1,,"0,00",
CO2606-5134,5820,2,5531 - CEDRITOS,"106,25",1,,"106,25",
CO2606-5134,5820,3,455 - PLATA,"0,00",1,,"0,00",
CO2606-5134,5820,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5134,5820,5,MUEBLES - SENSACION JUEGO (2 PUESTOS Y 3 PUESTOS) - CEDRITOS - PLATA - PATAS TIPO L -,"1 085,00",1,25%,"813,75",
CO2606-5127,5798,1,784 - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5127,5798,2,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL -,"230,00",1,,"230,00",
(PROV5799),5799,1,"529 - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90",,0.00,,,
(PROV5799),5799,2,1040 - EXTRA,,35.00,,,
(PROV5799),5799,3,450 - NEGRO,,0.00,,,
(PROV5799),5799,4,705 - 2 ALMOHADA OBSEQUIO,,0.00,,,
(PROV5799),5799,5,"CAMAS - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90 - EXTRA - NEGRO - - 2 ALMOHADA OBSEQUIO -",,645.00,,,
(PROV5799),5799,6,656 - EURO PILLOW - SERTA - QUEEN,,0.00,,,
(PROV5799),5799,7,COLCHONES - EURO PILLOW - SERTA - QUEEN -,,585.00,,,
(PROV5799),5799,8,DELIVERY -,,15.00,,,
CO2606-5255,5783,1,4099-4 - 4099-4 DORIPEL Ibiza 2 puertas blanco,"0,00",1,,"0,00",
CO2606-5255,5783,2,CLOSET - 4099-4 DORIPEL Ibiza 2 puertas blanco,"180,00",1,,"180,00",
(PROV5784),5784,1,532 - PUFF CUBO,,0.00,,,
(PROV5784),5784,2,383 - TAPI SWEET (CASTILLO),,0.00,,,
(PROV5784),5784,3,376 - MARRON SECOYA,,0.00,,,
(PROV5784),5784,4,MUEBLES - PUFF CUBO - TAPI SWEET (CASTILLO) - MARRON SECOYA - *puff tipo Oslo* -,,80.00,,,
CO2606-5105,5785,1,"22 - BL + CAPITONEADO ESCONDIDO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5105,5785,2,385 - BIPIEL,"0,00",1,,"0,00",
CO2606-5105,5785,3,427 - BLANCO,"0,00",1,,"0,00",
CO2606-5105,5785,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5105,5785,5,"CAMAS - BL + CAPITONEADO ESCONDIDO MATRIMONIAL 1,40 x 1,90 - BIPIEL - BLANCO - PATAS DECORATIVAS - -","230,00",1,,"230,00",
CO2606-5106,5786,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5106,5786,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5106,5786,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5106,5786,4,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO T - NEGRO - - -","230,00",1,,"230,00",
CO2606-5107,5787,1,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5107,5787,2,COLCHONES - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL -,"380,00",1,,"380,00",
CO2606-5108,5788,1,5504 - BL + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5108,5788,2,388 - GAMUZA,"0,00",1,,"0,00",
CO2606-5108,5788,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2606-5108,5788,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5108,5788,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2606-5108,5788,6,CAMAS - BL + LINEAL MIXTA MATRIMONIAL - GAMUZA **Camello*** - GRIS CLARO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -ya entregadas,"230,00",1,,"230,00",
CO2606-5108,5788,7,5001 - ECOFLEX 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5108,5788,8,COLCHONES - ECOFLEX 2 PILLOW - COBARCA - MATRIMONIAL -,"330,00",1,,"330,00",
CO2606-5109,5789,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5109,5789,2,403 - LINO T,"0,00",1,,"0,00",
CO2606-5109,5789,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5109,5789,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5109,5789,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - LINO T - GRIS PLOMO - PATAS DECORATIVAS - -","165,00",1,,"165,00",
CO2606-5109,5789,6,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5109,5789,7,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"255,00",1,,"255,00",
CO2606-5126,5790,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5126,5790,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2606-5126,5790,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2606-5126,5790,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5126,5790,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - TAPI POLO - GRIS PLOMO - PATAS DECORATIVAS - -","165,00",1,,"165,00",
CO2606-5126,5790,6,971 - SERTAFOM - COLFEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2606-5126,5790,7,COLCHONES - SERTAFOM - COLFEX - MATRIMONIAL -,"260,00",1,,"260,00",
CO2606-5110,5791,1,5000-4 - 5000-4 DORIPEL Dueto 4 puertas blanco,"0,00",1,,"0,00",
CO2606-5110,5791,2,CLOSET - 5000-4 DORIPEL Dueto 4 puertas blanco,"260,00",1,,"260,00",
CO2606-5111,5792,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5111,5792,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2606-5111,5792,3,452 - OCRE,"0,00",1,,"0,00",
CO2606-5111,5792,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2606-5111,5792,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - OCRE - PATAS TIPO L - -","165,00",1,,"165,00",
CO2606-5112,5793,1,"05 - BL + ITALO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2606-5112,5793,2,390 - LINO,"0,00",1,,"0,00",
CO2606-5112,5793,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5112,5793,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5112,5793,5,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2606-5112,5793,6,"CAMAS - BL + ITALO INDIVIDUAL 1,00 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - 1 ALMOHADA OBSEQUI - exhibición tienda, almohadas ya entregada","205,00",1,,"205,00",
CO2606-5112,5793,7,784 - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2606-5112,5793,8,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL -,"230,00",1,,"230,00",
CO2606-5112,5793,9,DELIVERY -,"15,00",1,,"15,00",
CO2606-5113,5794,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2606-5113,5794,2,390 - LINO,"0,00",1,,"0,00",
CO2606-5113,5794,3,450 - NEGRO,"0,00",1,,"0,00",
CO2606-5113,5794,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2606-5113,5794,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2606-5113,5794,6,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -","230,00",1,,"230,00",
